	Identifiant	Dev_stage.x	Site.x	UHI_class_2021.x	UHI_12_02_pixel.x	UHI_03_04_pixel.x	UHI_09_04_pixel.x	Session.x	Dispositif.x	Min1	Min2	Min3	Min4	Min5	Min6	Min7	Min8	Min9	Min10	Min11	Min12	Min13	Min14	Min15	Min16	Min17	Min18	Min19	Min20	Min21	Min22	Min23	Min24	Min25	Min26	Min27	Min28	Min29	Min30	Min31	Min32	Min33	Min34	Min35	Min36	Min37	Min38	Min39	Min40	Min41	Min42	Min43	Min44	Min45	Min46	Min47	Min48	Min49	Min50	Min51	Min52	Min53	Min54	Min55	Min56	Min57	Min58	Min59	Min60	Min61	Min62	Min63	Min64	Min65	Min66	Min67	Min68	Min69	Min70	Min71	Min72	Min73	Min74	Min75	Min76	Min77	Min78	Min79	Min80	Min81	Min82	Min83	Min84	Min85	Min86	Min87	Min88	Min89	Min90
477	R2/P/2/N18	Adult	R2	High	1.900	2.3	2.1125	2	B	30.9	30.9	16.8	29.8	36.8	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37.5	37.5	37.5	37.5	37.5	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37	37	37	37	37	37	37	37	37	37	36	36	36
478	R2/P/2/N19	Adult	R2	High	1.900	2.3	2.1125	2	B	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	30.3	32.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	35.1	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	36.7
479	R2/P/2/N2	Adult	R2	High	1.900	2.3	2.1125	2	A	33.8	33.8	33.8	33.8	33.8	33.8	33.3	33.3	27.7	15.8	28.1	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	16.7	27	15.4	24.1	28.8	27.9	32.7	32	25.3	27.2	33.3	33.3	22.8	23.4	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	32.7	34.2	31.3	34.2	30.2	32.7	32.2	27.2	20.3	28.1	33.3	31.3	31.3	31.3	19.8	34.5	32.6	15.4	26.1	17.6	17.6	18.5	37.8	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1
480	R2/P/2/N20	Adult	R2	High	1.900	2.3	2.1125	2	B	22.2	22.2	23.2	28.8	28.4	28.4	28.4	28.4	28.4	28.4	28.4	28.4	22	26.4	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	30.8	35.1	26.7	31.6	31.6	31.6	31.6	31.6	31.6	31.6	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3
481	R2/P/2/N21	Adult	R2	High	1.900	2.3	2.1125	2	B	23.9	21.5	21.5	21.5	21.5	21.5	21.5	21.5	21.5	21.5	21.5	21.5	21.5	21.5	21.5	21.5	21.5	21.5	21.5	25.4	33	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8
482	R2/P/2/N22	Adult	R2	High	1.900	2.3	2.1125	2	B	22.2	26.9	26.9	26.9	26.9	26.9	26.9	26.9	34.6	34.6	34.6	34.6	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.1	33	33	33	33	33	33	32.8	32.8	32.8	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	34.5	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3
483	R2/P/2/N23	Adult	R2	High	1.900	2.3	2.1125	2	B	37.7	16.8	18.2	28.9	17.3	28.1	31.6	16.8	37.3	30.3	33.3	20.3	34.8	18.2	20	21.4	33	38	38	30.6	32.6	33	37.3	31.6	31.6	21.9	36.7	36.7	37.3	26.7	33.1	16.8	37.7	37.7	37.7	37.7	32.3	34.3	26.9	37.3	37.3	37.3	28.1	33	35.6	31.8	34	26.4	29.3	26.6	23.4	30.6	37.3	37.3	17.8	31.3	30.1	25.2	28.9	30.1	37.2	37.2	37.2	28.6	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3
484	R2/P/2/N24	Adult	R2	High	1.900	2.3	2.1125	2	B	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	29.9	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3	37.3
485	R2/P/2/N25	Adult	R2	High	1.900	2.3	2.1125	2	B	26.6	26.6	26.6	26.6	25.2	28.9	30.1	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	35.3	34	34	38.2	35	37.3	22.5	33.5	36.3	36.3	36.3	36.3	37.5	37.5	20.5	17.8	35.1	35.1	37	37	37	37	29.1	32.3	34.8	27.6	36.8	32.1	35.6	17.2	35.6	36.3	36.7	37	37.7	37.7	36.7	36.7	36.7	36.7	36.7	36.3	35.6	35.8	35.8	35.8	37.7	37.7	37.7	18	36.2	29.9	37.7	37.7	37.7	30.6	36	36	36	26.7	35.3	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6
486	R2/P/2/N26	Adult	R2	High	1.900	2.3	2.1125	2	B	22.2	22.2	22.2	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	33.8	34.5	34.5	17.3	34.3	34.1	23	32.8	20.9	36.7	30.3	35.6	24	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37
487	R2/P/2/N27	Adult	R2	High	1.900	2.3	2.1125	2	B	17.8	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	23	32.6	32.6	32.6	32.6	32.8	28.9	32.8	32.8	32.8	32.8	36.3	36.3	36.3	36.3	36.3	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	25.2	36.3	36.3	36.3	36.3	38	36.8	36.3	20.9	37	35.6	36	36	36	36	36	36	36	36	34.1	35.6	35.6	35.6	37	37	37	37	18.8	35.6	35.8	35.8	35.8	35.8	36	36.2	36.2	36.2	36.2	36.2	36.2	35.5	35.3	35.3	35	35	35	35
488	R2/P/2/N28	Adult	R2	High	1.900	2.3	2.1125	2	B	27.2	27.9	32.1	32.1	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	37.7	37.7	33.8	36.2	36.2	36.2	36.2	36.2	36.2	34.5	34.8	34.3	36	28.6	36.3	36.3	36.3	36.3	36.2	36.2	35	35	35.8	35	36.7	36.7	36.7	36.7	36.7	36.7	36.7	35	37	37	37	37	37	37	37	37	37	37	37	37	37.5	37.3	37.3
489	R2/P/2/N4	Juvenile	R2	High	1.900	2.3	2.1125	2	A	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	26.3	28.1	30.6	30	29.1	27	20.5	29.1	29	26.8	29.3	32.7	21.9	15.4	33.5	34.7	32	30.6	26.4	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	30.4	37.6	37.8	29.1	32.7	33.5	31.3	34.2	32.7	30.4	22.8	34	34.2	28.1	16.5	33.8	31.7	19.9	15.4	34.2	34.2	34.2	34.2	34.9	32.7	32	30	34.2	30.9	32.9	34	32	15.4	24.1	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	25.7	16.5	34.2	29.7	34.2	32.4	35.3	35.3	35.3
490	R2/P/2/N5	Adult	R2	High	1.900	2.3	2.1125	2	A	29.9	30.2	36.9	36.2	36.2	36.2	36.2	34.9	34.9	34.9	34.9	34.9	34.9	34.9	32.4	32.4	27.7	25.3	28.6	19.9	32	33.8	16.9	31.3	37.8	32.7	34.5	24.4	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	32	33.5	33.5	33.1	33.3	30.2	32	33.1	30.6	33.6	31.3	16.1	19.9	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	32.9	33.8	31.1	27.9	15.4	37.8	34.9	37.8	32	31.5	34	31.5	29.7	29.3	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	35.8
491	R2/P/2/N6	Adult	R2	High	1.900	2.3	2.1125	2	A	34.9	34.9	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	33.8	33.8	33.8	33.8	31.5	33.1	30.6	31.5	29.3	31.8	31.3	31.3	29.1	16.9	30	34.4	34.2	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6
492	R2/P/2/N7	Adult	R2	High	1.900	2.3	2.1125	2	A	29	29	29	28.6	33.1	33.1	33.1	33.1	33.1	33.1	33.1	34	34	34	34	34	34	34	34	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	28.8	32.2	15.4	23.2	28.1	28.2	20.3	28.8	28.8	17.4	21.6	19.2	33.5	29.5	28.1	20.5	19.6	32.4	34	32.6	32.6	25.3	25.3	30.9	34.5	32.4	30.2	28.1	25.7	31.3	16.9	33.3	33.3	21.6	30.9	29.5	29.1	32.4	32.4	32.4	32.4	32.4	18	28.6	34.5	29.9	34	29.5	28.1	15.4	15.4	32.4	32.4	32.4	32.4	30.2	32.4	29.3	33.1	30.9	27.5	30.9	28.8
493	R2/P/2/N8	Adult	R2	High	1.900	2.3	2.1125	2	A	24.1	24.1	24.1	24.1	16.1	29.3	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	32.9	32.6	32.6	32.6	32.6	32.6	32.6	33.1	33.1	33.1	32	32	32	32	32	32	32	32	32	32	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.8	31.5	31.5	31.5	31.5	32.4	32	32	32	32	32	32	32	32	32	32	32	32	32	32	31.7	32.4	32.4
494	R2/P/2/N9	Adult	R2	High	1.900	2.3	2.1125	2	A	32.9	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	31.7	31.7	31.7	31.7	30	29.1	29.3	29.3	29.5	29.5	29.5	30.6	31.7	31.7	31.7	32	32	32	32	32	32	32	32	38.2	34.4	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	30.6	30.9	30.9	30.9	30.9	30.9	31.1	31.1	31.1	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	33.1	33.1
495	SC/P/2/N1	Adult	SC	High	2.100	2.5	2.3375	2	A	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	29	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5	31.5
496	SC/P/2/N10	Adult	SC	High	2.100	2.5	2.3375	2	A	29.3	29.3	29.3	29.3	29.3	29.3	29.3	29.3	29.3	29.3	29.3	29.3	30	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	33.5	33.5	33.5	33.5	33.5	33.5	33.5	35.3	34.7	34.7	34.7	34.4	34.4	34.4	34	34	34	34	34	34	34	34	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	28.8	29.9	30	32	32	32	32	32	32	32	32	33.8	34	34	34	34	34	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5
497	SC/P/2/N11	Adult	SC	High	2.100	2.5	2.3375	2	A	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	20.8	27.9	33.6	33.6	34	34	34	34	35.6	34	34	34	34	34	33.5	33.5	33.5	33.5	33.5	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3
498	SC/P/2/N12	Adult	SC	High	2.100	2.5	2.3375	2	A	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.8	33.3	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	31.1	26.6	27.2	32	27.5	26.1	27.3	30	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.9	29.3	27.5	28.2	28.2	30.9	28.8	28.1	29.7	25.2	24.4	21.9	22.6	24.4	25.3	28.4	28.4	28.4	28.4	28.4	28.4	28.4	28.4	28.4	28.4	28.4	29.1	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
499	SC/P/2/N13	Adult	SC	High	2.100	2.5	2.3375	2	A	18.7	18.7	18.9	18.9	18.9	18.9	18.9	18.9	20.3	20.3	21.7	21.7	25.2	27.5	30	33.3	32.6	32	32	32	32	32	32	32.4	32.4	32.4	32.4	32.4	32.4	29.7	30.6	30.6	30.6	32.4	34.4	34.7	33.8	32.7	29	29	32.2	32.2	32.2	32.2	32.2	32.2	32.2	32.2	32.2	32.2	32.2	32.2	32.2	32.6	32.6	32.6	36.4	33.5	33.8	31.1	31.3	31.3	31.3	34	31.3	31.3	31.3	33.5	33.5	31.8	31.8	31.8	31.8	31.8	31.8	34.5	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	23.2	33.6
500	SC/P/2/N14	Adult	SC	High	2.100	2.5	2.3375	2	A	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.1	16.7	16.7	16.7	16.7	16.7	16.7	16.7	16.7	16.7	16.7	20.7	20.7	20.7	20.7	20.7	20.7	20.7	20.7	20.7	20.7	20.7	20.7	20.7	20.7	21	26.3	26.4	26.4	23.2	23	23	23	23	23	23	23	23	27.3	27.3	29.9	29.9	30	30	30	30	30	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	31.1
501	SC/P/2/N15	Adult	SC	High	2.100	2.5	2.3375	2	B	21.2	21.2	26.8	26.8	27.7	27.7	33.8	36.2	37.1	37.6	37.6	37.6	37.6	37.6	37.6	37.6	37.6	37.6	37.6	37.6	37.6	37.6	37.6	37.6	37.6	37.6	37.6	37.6	37.6	37.6	37.6	36.5	36.5	36.5	36.5	36.5	36.4	35.3	35.3	34.9	36.7	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	39.2	39.2
502	SC/P/2/N16	Adult	SC	High	2.100	2.5	2.3375	2	B	28.4	28.4	28.4	28.6	28.6	28.6	28.6	28.6	28.6	32.9	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.8	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	36.4	36.4	36.4	34.9	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	39.2	39.2
503	SC/P/2/N17	Adult	SC	High	2.100	2.5	2.3375	2	B	31.8	31.8	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	37.1	37.1	37.1	37.1	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.1	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	39.2	39.2
504	SC/P/2/N18	Adult	SC	High	2.100	2.5	2.3375	2	B	24.8	24.8	26.6	26.6	35.3	35.3	38.2	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	34.7	34.7	36	36	36	36	36	36	36	36	36	36	36	36	36	36	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	37.4	37.4	37.4	37.4	37.4	37.4	37.4	39.2	39.2
505	SC/P/2/N19	Adult	SC	High	2.100	2.5	2.3375	2	B	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	34.2	38	15.4	37.4	28.8	28.8	27.2	35.8	32	27.2	36.5	35.6	15.4	37.8	37.8	37.3	37.3	37.3	37.3	37.3	37.3	36.9	36.9	36.9	39.2	39.2
506	SC/P/2/N2	Adult	SC	High	2.100	2.5	2.3375	2	A	29	31.1	31.5	31.5	31.5	31.5	31.5	38.2	37.4	36.7	35.6	35.6	34.5	34.5	34.5	34.5	22.6	25.2	28.4	31.1	31.5	27.7	20.1	28.8	25.5	32.4	26.6	32	25.3	24.3	31.3	33.5	29	32	32	32	32	32	32	32	32	32	32	32	34.5	16.7	34.9	34.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	28.4	35.3	28.6	32.2	33.8	32	32	33.5	27.3	36.9	33.6	30.4	30.8	33.8	24.3	30.6	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	31.8
507	SC/P/2/N20	Adult	SC	High	2.100	2.5	2.3375	2	B	34.7	34.7	34.7	34.2	34.2	29.7	29.7	37.6	37.6	37.1	37.1	36.5	36.5	36.5	36.5	36.5	36.5	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	27.7	27.9	32	29.7	30.6	29.5	29.5	32	31.1	21.2	23.9	16.3	30.6	29.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	27.2	27	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	39.2	39.2
508	SC/P/2/N21	Adult	SC	High	2.100	2.5	2.3375	2	B	15.6	16.1	16.7	17.2	16.7	17.2	17.2	17.2	17.2	16.7	17.2	17	17	17	17	17	17	16.3	27.2	27.2	27.7	27.9	27.9	29.3	30.2	34.9	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	33.6	34.2	34.5	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	39.2	39.2
509	SC/P/2/N22	Adult	SC	High	2.100	2.5	2.3375	2	B	24.1	35.6	35.6	34.9	34.9	34.9	34.9	34.9	34.9	35.6	35.6	35.6	35.6	35.6	35.6	35.6	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	28.4	33.8	29.5	29.5	29.5	37.1	37.1	37.1	37.1	37.1	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	36.4	39.2	39.2
510	SC/P/2/N23	Adult	SC	High	2.100	2.5	2.3375	2	B	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.8	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	31.5	34	25.3	34	32.9	15.8	31.7	22.3	33.5	37.1	21.7	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	37.1	34.2	37.8	37.8	37.8	39.2	39.2
511	SC/P/2/N24	Adult	SC	High	2.100	2.5	2.3375	2	B	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	25.2	29.3	31.5	34.7	34.7	34.7	34.7	34.7	28.4	30.2	33.6	32.4	30.6	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	30.9	36.7	28.4	32.7	34.9	34.9	34.9	34.9	34.9	34.9	34.9	39.2	39.2
512	SC/P/2/N25	Adult	SC	High	2.100	2.5	2.3375	2	B	32	32	34.5	34.5	34.5	34.5	34.5	34.5	34.5	33.6	32	32	32	32	32	32	32	36	36	36	36	36	36	36	36	36	36	36	36	36	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	23.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	36.7	36.7	36.7	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	34.2	34.2	34.2	39.2	39.2
